seed,school_common_name,site,year,id,school_full_name,team,city,state,type,conference,distance,address,lng,lat,geometry
3.0,Georgetown,"Columbus, OH",2012.0,2012120,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,324.43644023,"Columbus, OH",-83.00070649999999,39.9622601,POINT (-83.00070649999999 39.9622601)
3.0,Baylor,"Albuquerque, NM",2012.0,2012121,Baylor University,Bears,Waco,Texas,Private/Baptist,Big 12 Conference,602.17684981,"Albuquerque, NM",-106.6509851,35.0841034,POINT (-106.6509851 35.0841034)
3.0,Marquette,"Louisville, KY",2012.0,2012122,Marquette University,Golden Eagles,Milwaukee,Wisconsin,Private/Catholic,Big East Conference,349.61439315,"Louisville, KY",-85.759407,38.254237599999996,POINT (-85.759407 38.2542376)
3.0,Florida State,"Nashville, TN",2012.0,2012123,Florida State University,Seminoles,Tallahassee,Florida,State,Atlantic Coast Conference,420.24563472000006,"Nashville, TN",-86.7743531,36.1622296,POINT (-86.7743531 36.1622296)
4.0,Michigan,"Nashville, TN",2012.0,2012124,University of Michigan,Wolverines,Ann Arbor,Michigan,State,Big Ten Conference,454.22841471,"Nashville, TN",-86.7743531,36.1622296,POINT (-86.7743531 36.1622296)
4.0,Indiana,"Portland, OR",2012.0,2012125,Indiana University,Hoosiers,Bloomington,Indiana,State,Big Ten Conference,1880.62904118,"Portland, OR",-122.6741949,45.5202471,POINT (-122.6741949 45.5202471)
4.0,Louisville,"Portland, OR",2012.0,2012126,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,1946.63728251,"Portland, OR",-122.6741949,45.5202471,POINT (-122.6741949 45.5202471)
4.0,Wisconsin,"Albuquerque, NM",2012.0,2012127,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,1073.94035414,"Albuquerque, NM",-106.6509851,35.0841034,POINT (-106.6509851 35.0841034)
1.0,Ohio State,"Cleveland, OH",2011.0,2011128,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,124.96392181000002,"Cleveland, OH",-81.6934446,41.5051613,POINT (-81.69344460000001 41.5051613)
1.0,Pittsburgh,"Washington, DC",2011.0,2011129,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,188.85328803000002,"Washington, DC",-77.0365529,38.894893200000006,POINT (-77.0365529 38.89489320000001)
1.0,Kansas,"Tulsa, OK",2011.0,2011130,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,197.87559495,"Tulsa, OK",-95.9929113,36.1556805,POINT (-95.9929113 36.1556805)
1.0,Duke,"Charlotte, NC",2011.0,2011131,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,119.28459087,"Charlotte, NC",-80.8431268,35.2270869,POINT (-80.84312679999999 35.2270869)
2.0,North Carolina,"Charlotte, NC",2011.0,2011132,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,111.24405013,"Charlotte, NC",-80.8431268,35.2270869,POINT (-80.84312679999999 35.2270869)
2.0,Florida,"Tampa, FL",2011.0,2011133,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,116.61890928000001,"Tampa, FL",-82.458444,27.947759499999997,POINT (-82.458444 27.9477595)
2.0,Notre Dame,"Chicago, IL",2011.0,2011134,University of Notre Dame,Fighting Irish,South Bend,Indiana,Private/Catholic,Atlantic Coast Conference,72.38350779,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
2.0,San Diego State,"Tucson, AZ",2011.0,2011135,San Diego State University,Aztecs,San Diego,California,State,Mountain West Conference,357.40017178,"Tucson, AZ",-110.9748477,32.2228765,POINT (-110.9748477 32.2228765)
3.0,Syracuse,"Cleveland, OH",2011.0,2011136,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,303.2911851,"Cleveland, OH",-81.6934446,41.5051613,POINT (-81.69344460000001 41.5051613)
3.0,BYU,"Denver, CO",2011.0,2011137,Brigham Young University,Cougars,Provo,Utah,Private/Latter-Day Saints,West Coast Conference,354.47972808000003,"Denver, CO",-104.98486229999999,39.7392364,POINT (-104.9848623 39.7392364)
3.0,Purdue,"Chicago, IL",2011.0,2011138,Purdue University,Boilermakers,West Lafayette,Indiana,State,Big Ten Conference,106.1923039,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
3.0,UConn,"Washington, DC",2011.0,2011139,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,322.42319819,"Washington, DC",-77.0365529,38.894893200000006,POINT (-77.0365529 38.89489320000001)
4.0,Kentucky,"Tampa, FL",2011.0,2011140,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,706.38076651,"Tampa, FL",-82.458444,27.947759499999997,POINT (-82.458444 27.9477595)
4.0,Wisconsin,"Tucson, AZ",2011.0,2011141,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,1391.5168585299998,"Tucson, AZ",-110.9748477,32.2228765,POINT (-110.9748477 32.2228765)
4.0,Louisville,"Denver, CO",2011.0,2011142,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,1036.0926465300001,"Denver, CO",-104.98486229999999,39.7392364,POINT (-104.9848623 39.7392364)
4.0,Texas,"Tulsa, OK",2011.0,2011143,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,417.92792089000005,"Tulsa, OK",-95.9929113,36.1556805,POINT (-95.9929113 36.1556805)
1.0,Duke,"Jacksonville, FL",2010.0,2010144,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,421.79284851,"Jacksonville, FL",-81.655651,30.3321838,POINT (-81.65565100000001 30.3321838)
1.0,Kentucky,"New Orleans, LA",2010.0,2010145,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,642.3981946399999,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (-90.07011559999999 29.9499323)
1.0,Kansas,"Oklahoma City, OK",2010.0,2010146,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,271.21601408000004,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
1.0,Syracuse,"Buffalo, NY",2010.0,2010147,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,139.187104,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
2.0,Villanova,"Providence, RI",2010.0,2010148,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,239.32725436,"Providence, RI",-71.4128343,41.8239891,POINT (-71.4128343 41.8239891)
2.0,West Virginia,"Buffalo, NY",2010.0,2010149,West Virginia University,Mountaineers,Morgantown,West Virginia,State,Big 12 Conference,230.89524988999997,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
2.0,Ohio State,"Milwaukee, WI",2010.0,2010150,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,328.38214608000004,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (-87.92249699999999 43.0349931)
2.0,Kansas State,"Oklahoma City, OK",2010.0,2010151,Kansas State University,Wildcats,Manhattan,Kansas,State,Big 12 Conference,263.10090882000003,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
3.0,Baylor,"New Orleans, LA",2010.0,2010152,Baylor University,Bears,Waco,Texas,Private/Baptist,Big 12 Conference,432.32508696,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (-90.07011559999999 29.9499323)
3.0,New Mexico,"San Jose, CA",2010.0,2010153,University of New Mexico,Lobos,Albuquerque,New Mexico,State,Mountain West Conference,864.34570213,"San Jose, CA",-121.89058329999999,37.3361905,POINT (-121.8905833 37.3361905)
3.0,Georgetown,"Providence, RI",2010.0,2010154,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,359.59982512000005,"Providence, RI",-71.4128343,41.8239891,POINT (-71.4128343 41.8239891)
3.0,Pittsburgh,"Milwaukee, WI",2010.0,2010155,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,447.48653936,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (-87.92249699999999 43.0349931)
4.0,Purdue,"Spokane, WA",2010.0,2010156,Purdue University,Boilermakers,West Lafayette,Indiana,State,Big Ten Conference,1582.8183483,"Spokane, WA",-117.42122649999999,47.6579425,POINT (-117.4212265 47.6579425)
4.0,Wisconsin,"Jacksonville, FL",2010.0,2010157,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,978.1808693300001,"Jacksonville, FL",-81.655651,30.3321838,POINT (-81.65565100000001 30.3321838)
4.0,Maryland,"Spokane, WA",2010.0,2010158,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,2094.26260469,"Spokane, WA",-117.42122649999999,47.6579425,POINT (-117.4212265 47.6579425)
4.0,Vanderbilt,"San Jose, CA",2010.0,2010159,Vanderbilt University,Commodores,Nashville,Tennessee,Private/Non-Sectarian,Southeastern Conference,1933.30887456,"San Jose, CA",-121.89058329999999,37.3361905,POINT (-121.8905833 37.3361905)
1.0,Syracuse,"Buffalo, NY",2009.0,2009160,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,139.187104,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
1.0,Pittsburgh,"Dayton, OH",2009.0,2009161,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,228.44704815,"Dayton, OH",-84.1916069,39.758947799999994,POINT (-84.1916069 39.75894779999999)
1.0,North Carolina,"Greensboro, NC",2009.0,2009162,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,43.1852845,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (-79.79197540000001 36.0726355)
1.0,UConn,"Philadelphia, PA",2009.0,2009163,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,198.95056678,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (-75.16352619999999 39.9527237)
2.0,Kansas State,"Oklahoma City, OK",2009.0,2009164,Kansas State University,Wildcats,Manhattan,Kansas,State,Big 12 Conference,263.10090882000003,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
2.0,Duke,"Greensboro, NC",2009.0,2009165,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,47.628087150000006,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (-79.79197540000001 36.0726355)
2.0,Oklahoma,"Kansas City, MO",2009.0,2009166,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,312.53097187000003,"Kansas City, MO",-94.5781416,39.100105,POINT (-94.5781416 39.100105)
2.0,Memphis,"Kansas City, MO",2009.0,2009167,University of Memphis,Tigers,Memphis,Tennessee,State,American Athletic Conference,375.46342675,"Kansas City, MO",-94.5781416,39.100105,POINT (-94.5781416 39.100105)
3.0,Pittsburgh,"Milwaukee, WI",2009.0,2009168,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,447.48653936,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (-87.92249699999999 43.0349931)
3.0,Villanova,"Philadelphia, PA",2009.0,2009169,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,10.96719815,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (-75.16352619999999 39.9527237)
3.0,Syracuse,"Miami, FL",2009.0,2009170,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,1214.67467193,"Miami, FL",-80.1936589,25.7742658,POINT (-80.1936589 25.7742658)
3.0,Missouri,"Boise, ID",2009.0,2009171,University of Missouri,Tigers,Columbia,Missouri,State,Southeastern Conference,1276.10340899,"Boise, ID",-116.20088600000001,43.6166163,POINT (-116.200886 43.6166163)
4.0,Vanderbilt,"San Jose, CA",2009.0,2009172,Vanderbilt University,Commodores,Nashville,Tennessee,Private/Non-Sectarian,Southeastern Conference,1933.30887456,"San Jose, CA",-121.89058329999999,37.3361905,POINT (-121.8905833 37.3361905)
4.0,Xavier,"Boise, ID",2009.0,2009173,Xavier University,Musketeers,Cincinnati,Ohio,Private/Catholic,Big East Conference,1663.0435581099998,"Boise, ID",-116.20088600000001,43.6166163,POINT (-116.200886 43.6166163)
4.0,Gonzaga,"Portland, OR",2009.0,2009174,Gonzaga University,Bulldogs,Spokane,Washington,Private/Catholic,West Coast Conference,290.81405542,"Portland, OR",-122.6741949,45.5202471,POINT (-122.6741949 45.5202471)
4.0,Washington,"Portland, OR",2009.0,2009175,University of Washington,Huskies,Seattle,Washington,State,Pac-12 Conference,148.47038674,"Portland, OR",-122.6741949,45.5202471,POINT (-122.6741949 45.5202471)
1.0,North Carolina,"Raleigh, NC",2008.0,2008176,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,24.45716256,"Raleigh, NC",-78.63909890000001,35.7803977,POINT (-78.63909890000001 35.7803977)
1.0,Kansas,"Omaha, NE",2008.0,2008177,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,163.09746008000002,"Omaha, NE",-95.93837579999999,41.258745899999994,POINT (-95.93837579999999 41.25874589999999)
1.0,Memphis,"North Little Rock, AR",2008.0,2008178,University of Memphis,Tigers,Memphis,Tennessee,State,American Athletic Conference,134.14157148,"North Little Rock, AR",-92.2670941,34.769535999999995,POINT (-92.26709409999999 34.769536)
1.0,UCLA,"Anaheim, CA",2008.0,2008179,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,34.7346389,"Anaheim, CA",-117.911732,33.8347516,POINT (-117.911732 33.8347516)
2.0,Tennessee,"Birmingham, AL",2008.0,2008180,University of Tennessee,Volunteers,Knoxville,Tennessee,State,Southeastern Conference,234.08909683000002,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (-86.80243259999999 33.5206824)
2.0,Georgetown,"Raleigh, NC",2008.0,2008181,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,232.60402014,"Raleigh, NC",-78.63909890000001,35.7803977,POINT (-78.63909890000001 35.7803977)
2.0,Texas,"North Little Rock, AR",2008.0,2008182,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,444.13734967,"North Little Rock, AR",-92.2670941,34.769535999999995,POINT (-92.26709409999999 34.769536)
2.0,Duke,"Washington, DC",2008.0,2008183,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,225.71301575,"Washington, DC",-77.0365529,38.894893200000006,POINT (-77.0365529 38.89489320000001)
3.0,Louisville,"Birmingham, AL",2008.0,2008184,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,329.69323889000003,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (-86.80243259999999 33.5206824)
3.0,Wisconsin,"Omaha, NE",2008.0,2008185,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,357.07705885999997,"Omaha, NE",-95.93837579999999,41.258745899999994,POINT (-95.93837579999999 41.25874589999999)
3.0,Stanford,"Anaheim, CA",2008.0,2008186,Stanford University,Cardinal,Palo Alto,California,Private/Non-Sectarian,Pac-12 Conference,344.76148564000005,"Anaheim, CA",-117.911732,33.8347516,POINT (-117.911732 33.8347516)
3.0,Xavier,"Washington, DC",2008.0,2008187,Xavier University,Musketeers,Cincinnati,Ohio,Private/Catholic,Big East Conference,399.33650057,"Washington, DC",-77.0365529,38.894893200000006,POINT (-77.0365529 38.89489320000001)
4.0,Washington State,"Denver, CO",2008.0,2008188,Washington State University,Cougars,Pullman,Washington,State,Pac-12 Conference,778.3728105700001,"Denver, CO",-104.98486229999999,39.7392364,POINT (-104.9848623 39.7392364)
4.0,Vanderbilt,"Tampa, FL",2008.0,2008189,Vanderbilt University,Commodores,Nashville,Tennessee,Private/Non-Sectarian,Southeastern Conference,620.61914109,"Tampa, FL",-82.458444,27.947759499999997,POINT (-82.458444 27.9477595)
4.0,Pittsburgh,"Denver, CO",2008.0,2008190,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,1319.0898547699999,"Denver, CO",-104.98486229999999,39.7392364,POINT (-104.9848623 39.7392364)
4.0,UConn,"Tampa, FL",2008.0,2008191,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,1117.03243299,"Tampa, FL",-82.458444,27.947759499999997,POINT (-82.458444 27.9477595)
1.0,Kansas,"Chicago, IL",2007.0,2007192,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,448.59879345,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
1.0,North Carolina,"Winston-Salem, NC",2007.0,2007193,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,68.20789467,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (-80.24405179999999 36.0998131)
1.0,Florida,"New Orleans, LA",2007.0,2007194,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,463.39985067,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (-90.07011559999999 29.9499323)
1.0,Florida,"New Orleans, LA",2007.0,2007195,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,463.39985067,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (-90.07011559999999 29.9499323)
2.0,UCLA,"Sacramento, CA",2007.0,2007196,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,354.77798616,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (-121.4943996 38.5815719)
2.0,Georgetown,"Winston-Salem, NC",2007.0,2007197,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,260.44765465,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (-80.24405179999999 36.0998131)
2.0,Wisconsin,"Chicago, IL",2007.0,2007198,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,122.71455879000001,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
2.0,Wisconsin,"Chicago, IL",2007.0,2007199,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,122.71455879000001,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
3.0,Pittsburgh,"Buffalo, NY",2007.0,2007200,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,177.79288423,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
3.0,Washington State,"Sacramento, CA",2007.0,2007201,Washington State University,Cougars,Pullman,Washington,State,Pac-12 Conference,604.79903543,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (-121.4943996 38.5815719)
3.0,Oregon,"Spokane, WA",2007.0,2007202,University of Oregon,Ducks,Eugene,Oregon,State,Pac-12 Conference,369.16893852,"Spokane, WA",-117.42122649999999,47.6579425,POINT (-117.4212265 47.6579425)
3.0,Oregon,"Spokane, WA",2007.0,2007203,University of Oregon,Ducks,Eugene,Oregon,State,Pac-12 Conference,369.16893852,"Spokane, WA",-117.42122649999999,47.6579425,POINT (-117.4212265 47.6579425)
4.0,Southern Illinois,"Columbus, OH",2007.0,2007204,Southern Illinois University Carbondale,Salukis,Carbondale,Illinois,State,Missouri Valley Conference,368.37979735,"Columbus, OH",-83.00070649999999,39.9622601,POINT (-83.00070649999999 39.9622601)
4.0,Texas,"Spokane, WA",2007.0,2007205,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,1590.5047075700002,"Spokane, WA",-117.42122649999999,47.6579425,POINT (-117.4212265 47.6579425)
4.0,Maryland,"Buffalo, NY",2007.0,2007206,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,287.35301895,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
4.0,Maryland,"Buffalo, NY",2007.0,2007207,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,287.35301895,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
1.0,Villanova,"Philadelphia, PA",2006.0,2006208,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,10.96719815,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (-75.16352619999999 39.9527237)
1.0,Duke,"Greensboro, NC",2006.0,2006209,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,47.628087150000006,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (-79.79197540000001 36.0726355)
1.0,Memphis,"Dallas, TX",2006.0,2006210,University of Memphis,Tigers,Memphis,Tennessee,State,American Athletic Conference,425.05504626,"Dallas, TX",-96.7968559,32.7762719,POINT (-96.7968559 32.7762719)
1.0,UConn,"Philadelphia, PA",2006.0,2006211,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,198.95056678,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (-75.16352619999999 39.9527237)
2.0,Ohio State,"Dayton, OH",2006.0,2006212,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,63.97014445,"Dayton, OH",-84.1916069,39.758947799999994,POINT (-84.1916069 39.75894779999999)
2.0,Texas,"Dallas, TX",2006.0,2006213,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,180.77546503,"Dallas, TX",-96.7968559,32.7762719,POINT (-96.7968559 32.7762719)
2.0,UCLA,"San Diego, CA",2006.0,2006214,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,119.29080458,"San Diego, CA",-117.16277140000001,32.7174209,POINT (-117.1627714 32.7174209)
2.0,Tennessee,"Greensboro, NC",2006.0,2006215,University of Tennessee,Volunteers,Knoxville,Tennessee,State,Southeastern Conference,231.42962895,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (-79.79197540000001 36.0726355)
3.0,Florida,"Jacksonville, FL",2006.0,2006216,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,63.6905275,"Jacksonville, FL",-81.655651,30.3321838,POINT (-81.65565100000001 30.3321838)
3.0,Iowa,"Auburn Hills, MI",2006.0,2006217,University of Iowa,Hawkeyes,Iowa City,Iowa,State,Big Ten Conference,432.5984902,"Auburn Hills, MI",-83.23410279999999,42.6875323,POINT (-83.23410279999999 42.6875323)
3.0,Gonzaga,"Salt Lake City, UT",2006.0,2006218,Gonzaga University,Bulldogs,Spokane,Washington,Private/Catholic,West Coast Conference,549.55293982,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (-111.8867975 40.7596198)
3.0,North Carolina,"Dayton, OH",2006.0,2006219,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,386.77859266,"Dayton, OH",-84.1916069,39.758947799999994,POINT (-84.1916069 39.75894779999999)
4.0,Boston College,"Salt Lake City, UT",2006.0,2006220,Boston College,Eagles,Chestnut Hill,Massachusetts,Private/Catholic,Atlantic Coast Conference,2088.17316889,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (-111.8867975 40.7596198)
4.0,LSU,"Jacksonville, FL",2006.0,2006221,Louisiana State University,Tigers,Baton Rouge,Louisiana,State,Southeastern Conference,567.9828036800001,"Jacksonville, FL",-81.655651,30.3321838,POINT (-81.65565100000001 30.3321838)
4.0,Kansas,"Auburn Hills, MI",2006.0,2006222,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,678.1518819800001,"Auburn Hills, MI",-83.23410279999999,42.6875323,POINT (-83.23410279999999 42.6875323)
4.0,Illinois,"San Diego, CA",2006.0,2006223,University of Illinois at Urbana–Champaign,Fighting Illini,Urbana–Champaign,Illinois,State,Big Ten Conference,1679.51610332,"San Diego, CA",-117.16277140000001,32.7174209,POINT (-117.1627714 32.7174209)
1.0,North Carolina,"Charlotte, NC",2005.0,2005224,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,111.24405013,"Charlotte, NC",-80.8431268,35.2270869,POINT (-80.84312679999999 35.2270869)
1.0,Washington,"Boise, ID",2005.0,2005225,University of Washington,Huskies,Seattle,Washington,State,Pac-12 Conference,405.81740010000004,"Boise, ID",-116.20088600000001,43.6166163,POINT (-116.200886 43.6166163)
1.0,Duke,"Charlotte, NC",2005.0,2005226,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,119.28459087,"Charlotte, NC",-80.8431268,35.2270869,POINT (-80.84312679999999 35.2270869)
1.0,Illinois,"Indianapolis, IN",2005.0,2005227,University of Illinois at Urbana–Champaign,Fighting Illini,Urbana–Champaign,Illinois,State,Big Ten Conference,111.89648968,"Indianapolis, IN",-86.1583502,39.7683331,POINT (-86.1583502 39.7683331)
2.0,UConn,"Worcester, MA",2005.0,2005228,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,38.85432863,"Worcester, MA",-71.8022934,42.262593200000005,POINT (-71.8022934 42.2625932)
2.0,Wake Forest,"Cleveland, OH",2005.0,2005229,Wake Forest University,Demon Deacons,Winston-Salem,North Carolina,Private/Non-Sectarian,Atlantic Coast Conference,378.81261644,"Cleveland, OH",-81.6934446,41.5051613,POINT (-81.69344460000001 41.5051613)
2.0,Kentucky,"Indianapolis, IN",2005.0,2005230,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,149.59506825,"Indianapolis, IN",-86.1583502,39.7683331,POINT (-86.1583502 39.7683331)
2.0,Oklahoma State,"Oklahoma City, OK",2005.0,2005231,Oklahoma State University–Stillwater,Cowboys,Stillwater,Oklahoma,State,Big 12 Conference,51.33145831,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
3.0,Kansas,"Oklahoma City, OK",2005.0,2005232,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,271.21601408000004,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
3.0,Gonzaga,"Tucson, AZ",2005.0,2005233,Gonzaga University,Bulldogs,Spokane,Washington,Private/Catholic,West Coast Conference,1119.08295729,"Tucson, AZ",-110.9748477,32.2228765,POINT (-110.9748477 32.2228765)
3.0,Oklahoma,"Tucson, AZ",2005.0,2005234,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,803.54454978,"Tucson, AZ",-110.9748477,32.2228765,POINT (-110.9748477 32.2228765)
3.0,Arizona,"Boise, ID",2005.0,2005235,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,836.29080148,"Boise, ID",-116.20088600000001,43.6166163,POINT (-116.200886 43.6166163)
4.0,Florida,"Nashville, TN",2005.0,2005236,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,518.9069221,"Nashville, TN",-86.7743531,36.1622296,POINT (-86.7743531 36.1622296)
4.0,Louisville,"Nashville, TN",2005.0,2005237,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,152.59007646999999,"Nashville, TN",-86.7743531,36.1622296,POINT (-86.7743531 36.1622296)
4.0,Syracuse,"Worcester, MA",2005.0,2005238,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,226.49594321,"Worcester, MA",-71.8022934,42.262593200000005,POINT (-71.8022934 42.2625932)
