seed,school_common_name,site,year,id,school_full_name,team,city,state,type,conference,distance,address,lng,lat,geometry
2.0,Missouri,"Omaha, NE",2012.0,2012118,University of Missouri,Tigers,Columbia,Missouri,State,Southeastern Conference,266.70954785913005,"Omaha, NE",-95.93837579999999,41.258745899999994,POINT (-95.93837579999999 41.25874589999999)
2.0,Ohio State,"Pittsburgh, PA",2012.0,2012119,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,190.78281170237892,"Pittsburgh, PA",-79.99008609999998,40.4416941,POINT (-79.99008609999998 40.4416941)
3.0,Georgetown,"Columbus, OH",2012.0,2012120,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,374.08381643141354,"Columbus, OH",-83.00070649999999,39.9622601,POINT (-83.00070649999999 39.9622601)
3.0,Baylor,"Albuquerque, NM",2012.0,2012121,Baylor University,Bears,Waco,Texas,Private/Baptist,Big 12 Conference,632.3224722565675,"Albuquerque, NM",-106.6509851,35.0841034,POINT (-106.6509851 35.0841034)
3.0,Marquette,"Louisville, KY",2012.0,2012122,Marquette University,Golden Eagles,Milwaukee,Wisconsin,Private/Catholic,Big East Conference,326.5776535355774,"Louisville, KY",-85.759407,38.254237599999996,POINT (-85.759407 38.2542376)
3.0,Florida State,"Nashville, TN",2012.0,2012123,Florida State University,Seminoles,Tallahassee,Florida,State,Atlantic Coast Conference,387.39107965583554,"Nashville, TN",-86.7743531,36.1622296,POINT (-86.7743531 36.1622296)
4.0,Michigan,"Nashville, TN",2012.0,2012124,University of Michigan,Wolverines,Ann Arbor,Michigan,State,Big Ten Conference,426.0420684143278,"Nashville, TN",-86.7743531,36.1622296,POINT (-86.7743531 36.1622296)
4.0,Indiana,"Portland, OR",2012.0,2012125,Indiana University,Hoosiers,Bloomington,Indiana,State,Big Ten Conference,2281.5400696960583,"Portland, OR",-122.6741949,45.5202471,POINT (-122.6741949 45.5202471)
4.0,Louisville,"Portland, OR",2012.0,2012126,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,2338.872303484387,"Portland, OR",-122.6741949,45.5202471,POINT (-122.6741949 45.5202471)
4.0,Wisconsin,"Albuquerque, NM",2012.0,2012127,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,1181.143151015157,"Albuquerque, NM",-106.6509851,35.0841034,POINT (-106.6509851 35.0841034)
1.0,Ohio State,"Cleveland, OH",2011.0,2011128,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,124.7840846244833,"Cleveland, OH",-81.6934446,41.5051613,POINT (-81.69344460000001 41.5051613)
1.0,Pittsburgh,"Washington, DC",2011.0,2011129,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,205.76402861387496,"Washington, DC",-77.0365529,38.894893200000006,POINT (-77.0365529 38.89489320000001)
1.0,Kansas,"Tulsa, OK",2011.0,2011130,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,180.22100371688072,"Tulsa, OK",-95.9929113,36.1556805,POINT (-95.9929113 36.1556805)
1.0,Duke,"Charlotte, NC",2011.0,2011131,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,127.4226595727384,"Charlotte, NC",-80.8431268,35.2270869,POINT (-80.84312679999999 35.2270869)
2.0,North Carolina,"Charlotte, NC",2011.0,2011132,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,119.27341381584134,"Charlotte, NC",-80.8431268,35.2270869,POINT (-80.84312679999999 35.2270869)
2.0,Florida,"Tampa, FL",2011.0,2011133,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,104.95141991391948,"Tampa, FL",-82.458444,27.947759499999997,POINT (-82.458444 27.9477595)
2.0,Notre Dame,"Chicago, IL",2011.0,2011134,University of Notre Dame,Fighting Irish,South Bend,Indiana,Private/Catholic,Atlantic Coast Conference,86.80593762762305,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
2.0,San Diego State,"Tucson, AZ",2011.0,2011135,San Diego State University,Aztecs,San Diego,California,State,Mountain West Conference,380.60448962016983,"Tucson, AZ",-110.9748477,32.2228765,POINT (-110.9748477 32.2228765)
3.0,Syracuse,"Cleveland, OH",2011.0,2011136,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,358.4610088541104,"Cleveland, OH",-81.6934446,41.5051613,POINT (-81.69344460000001 41.5051613)
3.0,BYU,"Denver, CO",2011.0,2011137,Brigham Young University,Cougars,Provo,Utah,Private/Latter-Day Saints,West Coast Conference,415.4581651309059,"Denver, CO",-104.98486229999999,39.7392364,POINT (-104.9848623 39.7392364)
3.0,Purdue,"Chicago, IL",2011.0,2011138,Purdue University,Boilermakers,West Lafayette,Indiana,State,Big Ten Conference,99.7258497504977,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
3.0,UConn,"Washington, DC",2011.0,2011139,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,348.1418291739199,"Washington, DC",-77.0365529,38.894893200000006,POINT (-77.0365529 38.89489320000001)
4.0,Kentucky,"Tampa, FL",2011.0,2011140,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,639.2115835922754,"Tampa, FL",-82.458444,27.947759499999997,POINT (-82.458444 27.9477595)
4.0,Wisconsin,"Tucson, AZ",2011.0,2011141,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,1500.5034839240432,"Tucson, AZ",-110.9748477,32.2228765,POINT (-110.9748477 32.2228765)
4.0,Louisville,"Denver, CO",2011.0,2011142,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,1198.7441419479846,"Denver, CO",-104.98486229999999,39.7392364,POINT (-104.9848623 39.7392364)
4.0,Texas,"Tulsa, OK",2011.0,2011143,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,380.58755347480786,"Tulsa, OK",-95.9929113,36.1556805,POINT (-95.9929113 36.1556805)
1.0,Duke,"Jacksonville, FL",2010.0,2010144,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,390.4990094293298,"Jacksonville, FL",-81.655651,30.3321838,POINT (-81.65565100000001 30.3321838)
1.0,Kentucky,"New Orleans, LA",2010.0,2010145,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,609.6194872864402,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (-90.07011559999999 29.9499323)
1.0,Kansas,"Oklahoma City, OK",2010.0,2010146,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,258.4698204538321,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
1.0,Syracuse,"Buffalo, NY",2010.0,2010147,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,170.8679774607182,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
2.0,Villanova,"Providence, RI",2010.0,2010148,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,268.19777528669954,"Providence, RI",-71.4128343,41.8239891,POINT (-71.4128343 41.8239891)
2.0,West Virginia,"Buffalo, NY",2010.0,2010149,West Virginia University,Mountaineers,Morgantown,West Virginia,State,Big 12 Conference,212.56408292213047,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
2.0,Ohio State,"Milwaukee, WI",2010.0,2010150,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,357.7087922958832,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (-87.92249699999999 43.0349931)
2.0,Kansas State,"Oklahoma City, OK",2010.0,2010151,Kansas State University,Wildcats,Manhattan,Kansas,State,Big 12 Conference,239.24173747319512,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
3.0,Baylor,"New Orleans, LA",2010.0,2010152,Baylor University,Bears,Waco,Texas,Private/Baptist,Big 12 Conference,448.71416339709054,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (-90.07011559999999 29.9499323)
3.0,New Mexico,"San Jose, CA",2010.0,2010153,University of New Mexico,Lobos,Albuquerque,New Mexico,State,Mountain West Conference,959.3027677548794,"San Jose, CA",-121.89058329999999,37.3361905,POINT (-121.8905833 37.3361905)
3.0,Georgetown,"Providence, RI",2010.0,2010154,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,395.78085663333746,"Providence, RI",-71.4128343,41.8239891,POINT (-71.4128343 41.8239891)
3.0,Pittsburgh,"Milwaukee, WI",2010.0,2010155,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,520.2659328699443,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (-87.92249699999999 43.0349931)
4.0,Purdue,"Spokane, WA",2010.0,2010156,Purdue University,Boilermakers,West Lafayette,Indiana,State,Big Ten Conference,1947.8982754024487,"Spokane, WA",-117.42122649999999,47.6579425,POINT (-117.4212265 47.6579425)
4.0,Wisconsin,"Jacksonville, FL",2010.0,2010157,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,926.7129879645831,"Jacksonville, FL",-81.655651,30.3321838,POINT (-81.65565100000001 30.3321838)
4.0,Maryland,"Spokane, WA",2010.0,2010158,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,2572.55655208986,"Spokane, WA",-117.42122649999999,47.6579425,POINT (-117.4212265 47.6579425)
4.0,Vanderbilt,"San Jose, CA",2010.0,2010159,Vanderbilt University,Commodores,Nashville,Tennessee,Private/Non-Sectarian,Southeastern Conference,2181.9775687679094,"San Jose, CA",-121.89058329999999,37.3361905,POINT (-121.8905833 37.3361905)
1.0,Syracuse,"Buffalo, NY",2009.0,2009160,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,170.8679774607182,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
1.0,Pittsburgh,"Dayton, OH",2009.0,2009161,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,266.2719396312039,"Dayton, OH",-84.1916069,39.758947799999994,POINT (-84.1916069 39.75894779999999)
1.0,North Carolina,"Greensboro, NC",2009.0,2009162,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,47.41209858684884,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (-79.79197540000001 36.0726355)
1.0,UConn,"Philadelphia, PA",2009.0,2009163,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,214.5716402135709,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (-75.16352619999999 39.9527237)
2.0,Kansas State,"Oklahoma City, OK",2009.0,2009164,Kansas State University,Wildcats,Manhattan,Kansas,State,Big 12 Conference,239.24173747319512,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
2.0,Duke,"Greensboro, NC",2009.0,2009165,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,52.879952950645645,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (-79.79197540000001 36.0726355)
2.0,Oklahoma,"Kansas City, MO",2009.0,2009166,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,301.0612639966531,"Kansas City, MO",-94.5781416,39.100105,POINT (-94.5781416 39.100105)
2.0,Memphis,"Kansas City, MO",2009.0,2009167,University of Memphis,Tigers,Memphis,Tennessee,State,American Athletic Conference,380.02236463114104,"Kansas City, MO",-94.5781416,39.100105,POINT (-94.5781416 39.100105)
3.0,Pittsburgh,"Milwaukee, WI",2009.0,2009168,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,520.2659328699443,"Milwaukee, WI",-87.92249699999999,43.0349931,POINT (-87.92249699999999 43.0349931)
3.0,Villanova,"Philadelphia, PA",2009.0,2009169,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,12.131190868669888,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (-75.16352619999999 39.9527237)
3.0,Syracuse,"Miami, FL",2009.0,2009170,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,1102.2432270466363,"Miami, FL",-80.1936589,25.7742658,POINT (-80.1936589 25.7742658)
3.0,Missouri,"Boise, ID",2009.0,2009171,University of Missouri,Tigers,Columbia,Missouri,State,Southeastern Conference,1511.8495066209232,"Boise, ID",-116.20088600000001,43.6166163,POINT (-116.200886 43.6166163)
4.0,Vanderbilt,"San Jose, CA",2009.0,2009172,Vanderbilt University,Commodores,Nashville,Tennessee,Private/Non-Sectarian,Southeastern Conference,2181.9775687679094,"San Jose, CA",-121.89058329999999,37.3361905,POINT (-121.8905833 37.3361905)
4.0,Xavier,"Boise, ID",2009.0,2009173,Xavier University,Musketeers,Cincinnati,Ohio,Private/Catholic,Big East Conference,1991.4672453717096,"Boise, ID",-116.20088600000001,43.6166163,POINT (-116.200886 43.6166163)
4.0,Gonzaga,"Portland, OR",2009.0,2009174,Gonzaga University,Bulldogs,Spokane,Washington,Private/Catholic,West Coast Conference,353.725129347583,"Portland, OR",-122.6741949,45.5202471,POINT (-122.6741949 45.5202471)
4.0,Washington,"Portland, OR",2009.0,2009175,University of Washington,Huskies,Seattle,Washington,State,Pac-12 Conference,134.57213746932086,"Portland, OR",-122.6741949,45.5202471,POINT (-122.6741949 45.5202471)
1.0,North Carolina,"Raleigh, NC",2008.0,2008176,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,26.55305978252759,"Raleigh, NC",-78.63909890000001,35.7803977,POINT (-78.63909890000001 35.7803977)
1.0,Kansas,"Omaha, NE",2008.0,2008177,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,149.29205440646493,"Omaha, NE",-95.93837579999999,41.258745899999994,POINT (-95.93837579999999 41.25874589999999)
1.0,Memphis,"North Little Rock, AR",2008.0,2008178,University of Memphis,Tigers,Memphis,Tennessee,State,American Athletic Conference,146.42188608200573,"North Little Rock, AR",-92.2670941,34.769535999999995,POINT (-92.26709409999999 34.769536)
1.0,UCLA,"Anaheim, CA",2008.0,2008179,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,36.34366236253514,"Anaheim, CA",-117.911732,33.8347516,POINT (-117.911732 33.8347516)
2.0,Tennessee,"Birmingham, AL",2008.0,2008180,University of Tennessee,Volunteers,Knoxville,Tennessee,State,Southeastern Conference,233.8606245524869,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (-86.80243259999999 33.5206824)
2.0,Georgetown,"Raleigh, NC",2008.0,2008181,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,217.39757176635442,"Raleigh, NC",-78.63909890000001,35.7803977,POINT (-78.63909890000001 35.7803977)
2.0,Texas,"North Little Rock, AR",2008.0,2008182,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,439.3967365461332,"North Little Rock, AR",-92.2670941,34.769535999999995,POINT (-92.26709409999999 34.769536)
2.0,Duke,"Washington, DC",2008.0,2008183,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,215.4633235790944,"Washington, DC",-77.0365529,38.894893200000006,POINT (-77.0365529 38.89489320000001)
3.0,Louisville,"Birmingham, AL",2008.0,2008184,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,299.0042682094179,"Birmingham, AL",-86.80243259999999,33.5206824,POINT (-86.80243259999999 33.5206824)
3.0,Wisconsin,"Omaha, NE",2008.0,2008185,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,421.3196032866717,"Omaha, NE",-95.93837579999999,41.258745899999994,POINT (-95.93837579999999 41.25874589999999)
3.0,Stanford,"Anaheim, CA",2008.0,2008186,Stanford University,Cardinal,Palo Alto,California,Private/Non-Sectarian,Pac-12 Conference,346.3885833827748,"Anaheim, CA",-117.911732,33.8347516,POINT (-117.911732 33.8347516)
3.0,Xavier,"Washington, DC",2008.0,2008187,Xavier University,Musketeers,Cincinnati,Ohio,Private/Catholic,Big East Conference,462.31836404311963,"Washington, DC",-77.0365529,38.894893200000006,POINT (-77.0365529 38.89489320000001)
4.0,Washington State,"Denver, CO",2008.0,2008188,Washington State University,Cougars,Pullman,Washington,State,Pac-12 Conference,871.8715609193747,"Denver, CO",-104.98486229999999,39.7392364,POINT (-104.9848623 39.7392364)
4.0,Vanderbilt,"Tampa, FL",2008.0,2008189,Vanderbilt University,Commodores,Nashville,Tennessee,Private/Non-Sectarian,Southeastern Conference,576.5222702373412,"Tampa, FL",-82.458444,27.947759499999997,POINT (-82.458444 27.9477595)
4.0,Pittsburgh,"Denver, CO",2008.0,2008190,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,1555.7706429141017,"Denver, CO",-104.98486229999999,39.7392364,POINT (-104.9848623 39.7392364)
4.0,UConn,"Tampa, FL",2008.0,2008191,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,1069.8671333403042,"Tampa, FL",-82.458444,27.947759499999997,POINT (-82.458444 27.9477595)
1.0,Kansas,"Chicago, IL",2007.0,2007192,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,507.3048332521266,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
1.0,North Carolina,"Winston-Salem, NC",2007.0,2007193,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,75.32948312342825,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (-80.24405179999999 36.0998131)
1.0,Florida,"New Orleans, LA",2007.0,2007194,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,480.27403307925294,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (-90.07011559999999 29.9499323)
1.0,Florida,"New Orleans, LA",2007.0,2007195,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,480.27403307925294,"New Orleans, LA",-90.0701156,29.949932300000004,POINT (-90.07011559999999 29.9499323)
2.0,UCLA,"Sacramento, CA",2007.0,2007196,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,338.3307016780558,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (-121.4943996 38.5815719)
2.0,Georgetown,"Winston-Salem, NC",2007.0,2007197,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,263.21810382131025,"Winston-Salem, NC",-80.2440518,36.0998131,POINT (-80.24405179999999 36.0998131)
2.0,Wisconsin,"Chicago, IL",2007.0,2007198,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,133.323029622464,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
2.0,Wisconsin,"Chicago, IL",2007.0,2007199,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,133.323029622464,"Chicago, IL",-87.6244212,41.875561600000005,POINT (-87.6244212 41.8755616)
3.0,Pittsburgh,"Buffalo, NY",2007.0,2007200,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,166.0855637981592,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
3.0,Washington State,"Sacramento, CA",2007.0,2007201,Washington State University,Cougars,Pullman,Washington,State,Pac-12 Conference,574.244089458387,"Sacramento, CA",-121.49439960000001,38.5815719,POINT (-121.4943996 38.5815719)
3.0,Oregon,"Spokane, WA",2007.0,2007202,University of Oregon,Ducks,Eugene,Oregon,State,Pac-12 Conference,417.12373172967,"Spokane, WA",-117.42122649999999,47.6579425,POINT (-117.4212265 47.6579425)
3.0,Oregon,"Spokane, WA",2007.0,2007203,University of Oregon,Ducks,Eugene,Oregon,State,Pac-12 Conference,417.12373172967,"Spokane, WA",-117.42122649999999,47.6579425,POINT (-117.4212265 47.6579425)
4.0,Southern Illinois,"Columbus, OH",2007.0,2007204,Southern Illinois University Carbondale,Salukis,Carbondale,Illinois,State,Missouri Valley Conference,410.5478963901618,"Columbus, OH",-83.00070649999999,39.9622601,POINT (-83.00070649999999 39.9622601)
4.0,Texas,"Spokane, WA",2007.0,2007205,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,1631.9848827369192,"Spokane, WA",-117.42122649999999,47.6579425,POINT (-117.4212265 47.6579425)
4.0,Maryland,"Buffalo, NY",2007.0,2007206,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,270.21009603750946,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
4.0,Maryland,"Buffalo, NY",2007.0,2007207,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,270.21009603750946,"Buffalo, NY",-78.87839220000001,42.8867166,POINT (-78.87839220000001 42.8867166)
1.0,Villanova,"Philadelphia, PA",2006.0,2006208,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,12.131190868669888,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (-75.16352619999999 39.9527237)
1.0,Duke,"Greensboro, NC",2006.0,2006209,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,52.879952950645645,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (-79.79197540000001 36.0726355)
1.0,Memphis,"Dallas, TX",2006.0,2006210,University of Memphis,Tigers,Memphis,Tennessee,State,American Athletic Conference,450.50554443066915,"Dallas, TX",-96.7968559,32.7762719,POINT (-96.7968559 32.7762719)
1.0,UConn,"Philadelphia, PA",2006.0,2006211,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,214.5716402135709,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (-75.16352619999999 39.9527237)
2.0,Ohio State,"Dayton, OH",2006.0,2006212,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,73.88662537453882,"Dayton, OH",-84.1916069,39.758947799999994,POINT (-84.1916069 39.75894779999999)
2.0,Texas,"Dallas, TX",2006.0,2006213,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,165.4307720311215,"Dallas, TX",-96.7968559,32.7762719,POINT (-96.7968559 32.7762719)
2.0,UCLA,"San Diego, CA",2006.0,2006214,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,115.94766982184925,"San Diego, CA",-117.16277140000001,32.7174209,POINT (-117.1627714 32.7174209)
2.0,Tennessee,"Greensboro, NC",2006.0,2006215,University of Tennessee,Volunteers,Knoxville,Tennessee,State,Southeastern Conference,257.3161589440583,"Greensboro, NC",-79.79197540000001,36.0726355,POINT (-79.79197540000001 36.0726355)
3.0,Florida,"Jacksonville, FL",2006.0,2006216,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,61.204086058717444,"Jacksonville, FL",-81.655651,30.3321838,POINT (-81.65565100000001 30.3321838)
3.0,Iowa,"Auburn Hills, MI",2006.0,2006217,University of Iowa,Hawkeyes,Iowa City,Iowa,State,Big Ten Conference,522.1524171650354,"Auburn Hills, MI",-83.23410279999999,42.6875323,POINT (-83.23410279999999 42.6875323)
3.0,Gonzaga,"Salt Lake City, UT",2006.0,2006218,Gonzaga University,Bulldogs,Spokane,Washington,Private/Catholic,West Coast Conference,549.3802643006065,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (-111.8867975 40.7596198)
3.0,North Carolina,"Dayton, OH",2006.0,2006219,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,399.4674434778052,"Dayton, OH",-84.1916069,39.758947799999994,POINT (-84.1916069 39.75894779999999)
4.0,Boston College,"Salt Lake City, UT",2006.0,2006220,Boston College,Eagles,Chestnut Hill,Massachusetts,Private/Catholic,Atlantic Coast Conference,2532.575515356359,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (-111.8867975 40.7596198)
4.0,LSU,"Jacksonville, FL",2006.0,2006221,Louisiana State University,Tigers,Baton Rouge,Louisiana,State,Southeastern Conference,592.3306578855246,"Jacksonville, FL",-81.655651,30.3321838,POINT (-81.65565100000001 30.3321838)
4.0,Kansas,"Auburn Hills, MI",2006.0,2006222,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,781.8034293283872,"Auburn Hills, MI",-83.23410279999999,42.6875323,POINT (-83.23410279999999 42.6875323)
4.0,Illinois,"San Diego, CA",2006.0,2006223,University of Illinois at Urbana–Champaign,Fighting Illini,Urbana–Champaign,Illinois,State,Big Ten Conference,1856.2606821905645,"San Diego, CA",-117.16277140000001,32.7174209,POINT (-117.1627714 32.7174209)
1.0,North Carolina,"Charlotte, NC",2005.0,2005224,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,119.27341381584134,"Charlotte, NC",-80.8431268,35.2270869,POINT (-80.84312679999999 35.2270869)
1.0,Washington,"Boise, ID",2005.0,2005225,University of Washington,Huskies,Seattle,Washington,State,Pac-12 Conference,455.015805257792,"Boise, ID",-116.20088600000001,43.6166163,POINT (-116.200886 43.6166163)
1.0,Duke,"Charlotte, NC",2005.0,2005226,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,127.4226595727384,"Charlotte, NC",-80.8431268,35.2270869,POINT (-80.84312679999999 35.2270869)
1.0,Illinois,"Indianapolis, IN",2005.0,2005227,University of Illinois at Urbana–Champaign,Fighting Illini,Urbana–Champaign,Illinois,State,Big Ten Conference,130.09306175133221,"Indianapolis, IN",-86.1583502,39.7683331,POINT (-86.1583502 39.7683331)
2.0,UConn,"Worcester, MA",2005.0,2005228,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,39.6859429490424,"Worcester, MA",-71.8022934,42.262593200000005,POINT (-71.8022934 42.2625932)
2.0,Wake Forest,"Cleveland, OH",2005.0,2005229,Wake Forest University,Demon Deacons,Winston-Salem,North Carolina,Private/Non-Sectarian,Atlantic Coast Conference,345.1946257822979,"Cleveland, OH",-81.6934446,41.5051613,POINT (-81.69344460000001 41.5051613)
2.0,Kentucky,"Indianapolis, IN",2005.0,2005230,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,149.2422493392192,"Indianapolis, IN",-86.1583502,39.7683331,POINT (-86.1583502 39.7683331)
2.0,Oklahoma State,"Oklahoma City, OK",2005.0,2005231,Oklahoma State University–Stillwater,Cowboys,Stillwater,Oklahoma,State,Big 12 Conference,48.72919648413321,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
3.0,Kansas,"Oklahoma City, OK",2005.0,2005232,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,258.4698204538321,"Oklahoma City, OK",-97.5170536,35.4729886,POINT (-97.5170536 35.4729886)
3.0,Gonzaga,"Tucson, AZ",2005.0,2005233,Gonzaga University,Bulldogs,Spokane,Washington,Private/Catholic,West Coast Conference,1039.6679277077517,"Tucson, AZ",-110.9748477,32.2228765,POINT (-110.9748477 32.2228765)
3.0,Oklahoma,"Tucson, AZ",2005.0,2005234,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,860.9053776592783,"Tucson, AZ",-110.9748477,32.2228765,POINT (-110.9748477 32.2228765)
