seed,school_common_name,site,year,id,school_full_name,team,city,state,type,conference,address,lat,lng,geometry,dist
4.0,Michigan,"Auburn Hills, MI",2013.0,2013111,University of Michigan,Wolverines,Ann Arbor,Michigan,State,Big Ten Conference,University of Michigan Ann Arbor Michigan,-83.71003893509602,42.294214200000006,POINT (42.29421420000001 -83.71003893509602),38.37324850034797
1.0,North Carolina,"Greensboro, NC",2012.0,2012112,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (35.90503535 -79.04775326525106),47.41209858684884
1.0,Kentucky,"Louisville, KY",2012.0,2012113,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,University of Kentucky Lexington Kentucky,-84.50481984038481,38.02703575,POINT (38.02703575 -84.50481984038481),79.24139026013833
1.0,Michigan State,"Columbus, OH",2012.0,2012114,Michigan State University,Spartans,East Lansing,Michigan,State,Big Ten Conference,Michigan State University East Lansing Michigan,-84.47791570930522,42.71856800000001,POINT (42.71856800000001 -84.47791570930522),194.35674776724636
1.0,Syracuse,"Pittsburgh, PA",2012.0,2012115,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,POINT (43.03830645 -76.13330882751831),288.96346686868895
2.0,Kansas,"Omaha, NE",2012.0,2012116,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,University of Kansas Lawrence Kansas,-95.2477503,38.958058,POINT (38.958058 -95.24775030000001),149.29205440646493
2.0,Duke,"Greensboro, NC",2012.0,2012117,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (36.00015569999999 -78.94422972195878),52.879952950645645
2.0,Missouri,"Omaha, NE",2012.0,2012118,University of Missouri,Tigers,Columbia,Missouri,State,Southeastern Conference,University of Missouri Columbia Missouri,-92.32970301784542,38.93641465,POINT (38.93641465 -92.32970301784542),266.70954785913005
2.0,Ohio State,"Pittsburgh, PA",2012.0,2012119,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,The Ohio State University Columbus Ohio,-83.02866259769122,40.00570905,POINT (40.00570905 -83.02866259769122),190.78281170237892
3.0,Georgetown,"Columbus, OH",2012.0,2012120,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,Georgetown University Washington District of Columbia,-77.07457962060826,38.90893925,POINT (38.90893925 -77.07457962060826),374.08381643141354
3.0,Baylor,"Albuquerque, NM",2012.0,2012121,Baylor University,Bears,Waco,Texas,Private/Baptist,Big 12 Conference,Baylor University Waco Texas,-97.1102905567766,31.55043405,POINT (31.55043405 -97.1102905567766),632.3224722565675
3.0,Marquette,"Louisville, KY",2012.0,2012122,Marquette University,Golden Eagles,Milwaukee,Wisconsin,Private/Catholic,Big East Conference,Marquette University Milwaukee Wisconsin,-87.93155449905072,43.03889625,POINT (43.03889625 -87.93155449905072),326.5776535355774
3.0,Florida State,"Nashville, TN",2012.0,2012123,Florida State University,Seminoles,Tallahassee,Florida,State,Atlantic Coast Conference,Florida State University Tallahassee Florida,-84.29747867166263,30.44235995,POINT (30.44235995 -84.29747867166263),387.39107965583554
4.0,Michigan,"Nashville, TN",2012.0,2012124,University of Michigan,Wolverines,Ann Arbor,Michigan,State,Big Ten Conference,University of Michigan Ann Arbor Michigan,-83.71003893509602,42.294214200000006,POINT (42.29421420000001 -83.71003893509602),426.0420684143278
4.0,Indiana,"Portland, OR",2012.0,2012125,Indiana University,Hoosiers,Bloomington,Indiana,State,Big Ten Conference,Indiana University Bloomington Indiana,-86.51623218881414,39.17798065,POINT (39.17798065 -86.51623218881414),2281.5400696960583
4.0,Louisville,"Portland, OR",2012.0,2012126,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,University of Louisville Louisville Kentucky,-85.75725134140214,38.2167565,POINT (38.2167565 -85.75725134140214),2338.872303484387
4.0,Wisconsin,"Albuquerque, NM",2012.0,2012127,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,University of Wisconsin–Madison Madison Wisconsin,-89.4059387,43.070525700000005,POINT (43.0705257 -89.40593869999999),1181.143151015157
1.0,Ohio State,"Cleveland, OH",2011.0,2011128,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,The Ohio State University Columbus Ohio,-83.02866259769122,40.00570905,POINT (40.00570905 -83.02866259769122),124.7840846244833
1.0,Pittsburgh,"Washington, DC",2011.0,2011129,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,University of Pittsburgh Pittsburgh Pennsylvania,-79.96243992762706,40.44415295,POINT (40.44415295 -79.96243992762706),205.76402861387496
1.0,Kansas,"Tulsa, OK",2011.0,2011130,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,University of Kansas Lawrence Kansas,-95.2477503,38.958058,POINT (38.958058 -95.24775030000001),180.22100371688072
1.0,Duke,"Charlotte, NC",2011.0,2011131,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (36.00015569999999 -78.94422972195878),127.4226595727384
2.0,North Carolina,"Charlotte, NC",2011.0,2011132,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (35.90503535 -79.04775326525106),119.27341381584134
2.0,Florida,"Tampa, FL",2011.0,2011133,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,University of Florida Gainesville Florida,-82.34901330482433,29.6328784,POINT (29.6328784 -82.34901330482433),104.95141991391948
2.0,Notre Dame,"Chicago, IL",2011.0,2011134,University of Notre Dame,Fighting Irish,South Bend,Indiana,Private/Catholic,Atlantic Coast Conference,University of Notre Dame South Bend Indiana,-86.23822026017265,41.70456775,POINT (41.70456775 -86.23822026017265),86.80593762762305
2.0,San Diego State,"Tucson, AZ",2011.0,2011135,San Diego State University,Aztecs,San Diego,California,State,Mountain West Conference,San Diego State University San Diego California,-117.07385052563076,32.77481589999999,POINT (32.77481589999999 -117.0738505256308),380.60448962016983
3.0,Syracuse,"Cleveland, OH",2011.0,2011136,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,POINT (43.03830645 -76.13330882751831),358.4610088541104
3.0,BYU,"Denver, CO",2011.0,2011137,Brigham Young University,Cougars,Provo,Utah,Private/Latter-Day Saints,West Coast Conference,Brigham Young University Provo Utah,-111.64965648425293,40.2551075,POINT (40.2551075 -111.6496564842529),416.6902539723044
3.0,Purdue,"Chicago, IL",2011.0,2011138,Purdue University,Boilermakers,West Lafayette,Indiana,State,Big Ten Conference,Purdue University West Lafayette Indiana,-86.92391089364378,40.43195815,POINT (40.43195815 -86.92391089364378),99.7258497504977
3.0,UConn,"Washington, DC",2011.0,2011139,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,University of Connecticut Storrs Connecticut,-72.25401403745809,41.81127235,POINT (41.81127235 -72.25401403745809),348.1418291739199
4.0,Kentucky,"Tampa, FL",2011.0,2011140,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,University of Kentucky Lexington Kentucky,-84.50481984038481,38.02703575,POINT (38.02703575 -84.50481984038481),639.2115835922754
4.0,Wisconsin,"Tucson, AZ",2011.0,2011141,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,University of Wisconsin–Madison Madison Wisconsin,-89.4059387,43.070525700000005,POINT (43.0705257 -89.40593869999999),1500.5034839240432
4.0,Louisville,"Denver, CO",2011.0,2011142,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,University of Louisville Louisville Kentucky,-85.75725134140214,38.2167565,POINT (38.2167565 -85.75725134140214),1197.5122454028615
4.0,Texas,"Tulsa, OK",2011.0,2011143,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,University of Texas at Austin Austin Texas,-97.7319559808022,30.284151,POINT (30.284151 -97.7319559808022),380.58755347480786
1.0,Duke,"Jacksonville, FL",2010.0,2010144,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (36.00015569999999 -78.94422972195878),390.4990094293298
1.0,Kentucky,"New Orleans, LA",2010.0,2010145,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,University of Kentucky Lexington Kentucky,-84.50481984038481,38.02703575,POINT (38.02703575 -84.50481984038481),609.6194872864402
1.0,Kansas,"Oklahoma City, OK",2010.0,2010146,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,University of Kansas Lawrence Kansas,-95.2477503,38.958058,POINT (38.958058 -95.24775030000001),258.4698204538321
1.0,Syracuse,"Buffalo, NY",2010.0,2010147,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,POINT (43.03830645 -76.13330882751831),170.8679774607182
2.0,Villanova,"Providence, RI",2010.0,2010148,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,Villanova University Radnor Township Pennsylvania,-75.3401787,40.03575,POINT (40.03575 -75.3401787),268.19777528669954
2.0,West Virginia,"Buffalo, NY",2010.0,2010149,West Virginia University,Mountaineers,Morgantown,West Virginia,State,Big 12 Conference,WVU Morgantown West Virginia,-79.98142972909102,39.64931395,POINT (39.64931395 -79.98142972909102),212.56408292213047
2.0,Ohio State,"Milwaukee, WI",2010.0,2010150,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,The Ohio State University Columbus Ohio,-83.02866259769122,40.00570905,POINT (40.00570905 -83.02866259769122),357.7087922958832
2.0,Kansas State,"Oklahoma City, OK",2010.0,2010151,Kansas State University,Wildcats,Manhattan,Kansas,State,Big 12 Conference,Kansas State University Manhattan Kansas,-96.58844409645442,39.2087029,POINT (39.2087029 -96.58844409645442),239.24173747319512
3.0,Baylor,"New Orleans, LA",2010.0,2010152,Baylor University,Bears,Waco,Texas,Private/Baptist,Big 12 Conference,Baylor University Waco Texas,-97.1102905567766,31.55043405,POINT (31.55043405 -97.1102905567766),448.71416339709054
3.0,New Mexico,"San Jose, CA",2010.0,2010153,University of New Mexico,Lobos,Albuquerque,New Mexico,State,Mountain West Conference,University of New Mexico Albuquerque New Mexico,-106.62020940505188,35.08663275,POINT (35.08663275 -106.6202094050519),959.3027677548794
3.0,Georgetown,"Providence, RI",2010.0,2010154,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,Georgetown University Washington District of Columbia,-77.07457962060826,38.90893925,POINT (38.90893925 -77.07457962060826),395.78085663333746
3.0,Pittsburgh,"Milwaukee, WI",2010.0,2010155,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,University of Pittsburgh Pittsburgh Pennsylvania,-79.96243992762706,40.44415295,POINT (40.44415295 -79.96243992762706),520.2659328699443
4.0,Purdue,"Spokane, WA",2010.0,2010156,Purdue University,Boilermakers,West Lafayette,Indiana,State,Big Ten Conference,Purdue University West Lafayette Indiana,-86.92391089364378,40.43195815,POINT (40.43195815 -86.92391089364378),1947.8982754024487
4.0,Wisconsin,"Jacksonville, FL",2010.0,2010157,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,University of Wisconsin–Madison Madison Wisconsin,-89.4059387,43.070525700000005,POINT (43.0705257 -89.40593869999999),926.7129879645831
4.0,Maryland,"Spokane, WA",2010.0,2010158,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,"University of Maryland, College Park College Park Maryland",-76.94610290199051,38.99203005,POINT (38.99203005 -76.94610290199051),2572.55655208986
4.0,Vanderbilt,"San Jose, CA",2010.0,2010159,Vanderbilt University,Commodores,Nashville,Tennessee,Private/Non-Sectarian,Southeastern Conference,Vanderbilt University Nashville Tennessee,-86.80281889095295,36.14380105,POINT (36.14380105 -86.80281889095295),2181.9775687679094
1.0,Syracuse,"Buffalo, NY",2009.0,2009160,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,POINT (43.03830645 -76.13330882751831),170.8679774607182
1.0,Pittsburgh,"Dayton, OH",2009.0,2009161,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,University of Pittsburgh Pittsburgh Pennsylvania,-79.96243992762706,40.44415295,POINT (40.44415295 -79.96243992762706),266.2719396312039
1.0,North Carolina,"Greensboro, NC",2009.0,2009162,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (35.90503535 -79.04775326525106),47.41209858684884
1.0,UConn,"Philadelphia, PA",2009.0,2009163,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,University of Connecticut Storrs Connecticut,-72.25401403745809,41.81127235,POINT (41.81127235 -72.25401403745809),214.5716402135709
2.0,Kansas State,"Oklahoma City, OK",2009.0,2009164,Kansas State University,Wildcats,Manhattan,Kansas,State,Big 12 Conference,Kansas State University Manhattan Kansas,-96.58844409645442,39.2087029,POINT (39.2087029 -96.58844409645442),239.24173747319512
2.0,Duke,"Greensboro, NC",2009.0,2009165,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (36.00015569999999 -78.94422972195878),52.879952950645645
2.0,Oklahoma,"Kansas City, MO",2009.0,2009166,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,University of Oklahoma Norman Oklahoma,-97.44570827599857,35.1959878,POINT (35.1959878 -97.44570827599857),301.0612639966531
2.0,Memphis,"Kansas City, MO",2009.0,2009167,University of Memphis,Tigers,Memphis,Tennessee,State,American Athletic Conference,University of Memphis Memphis Tennessee,-89.93721959965887,35.1189387,POINT (35.1189387 -89.93721959965887),380.02236463114104
3.0,Pittsburgh,"Milwaukee, WI",2009.0,2009168,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,University of Pittsburgh Pittsburgh Pennsylvania,-79.96243992762706,40.44415295,POINT (40.44415295 -79.96243992762706),520.2659328699443
3.0,Villanova,"Philadelphia, PA",2009.0,2009169,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,Villanova University Radnor Township Pennsylvania,-75.3401787,40.03575,POINT (40.03575 -75.3401787),12.131190868669888
3.0,Syracuse,"Miami, FL",2009.0,2009170,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,POINT (43.03830645 -76.13330882751831),1102.2432270466363
3.0,Missouri,"Boise, ID",2009.0,2009171,University of Missouri,Tigers,Columbia,Missouri,State,Southeastern Conference,University of Missouri Columbia Missouri,-92.32970301784542,38.93641465,POINT (38.93641465 -92.32970301784542),1511.8495066209232
4.0,Vanderbilt,"San Jose, CA",2009.0,2009172,Vanderbilt University,Commodores,Nashville,Tennessee,Private/Non-Sectarian,Southeastern Conference,Vanderbilt University Nashville Tennessee,-86.80281889095295,36.14380105,POINT (36.14380105 -86.80281889095295),2181.9775687679094
4.0,Xavier,"Boise, ID",2009.0,2009173,Xavier University,Musketeers,Cincinnati,Ohio,Private/Catholic,Big East Conference,Xavier University Cincinnati Ohio,-84.47083471474069,39.1513078,POINT (39.1513078 -84.47083471474069),1991.4672453717096
4.0,Gonzaga,"Portland, OR",2009.0,2009174,Gonzaga University,Bulldogs,Spokane,Washington,Private/Catholic,West Coast Conference,Gonzaga University Spokane Washington,-117.40304385396807,47.66673855000001,POINT (47.66673855000001 -117.4030438539681),353.725129347583
4.0,Washington,"Portland, OR",2009.0,2009175,University of Washington,Huskies,Seattle,Washington,State,Pac-12 Conference,University of Washington Seattle Washington,-122.30800894320257,47.65432379999999,POINT (47.65432379999999 -122.3080089432026),134.57213746932086
1.0,North Carolina,"Raleigh, NC",2008.0,2008176,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (35.90503535 -79.04775326525106),26.55305978252759
1.0,Kansas,"Omaha, NE",2008.0,2008177,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,University of Kansas Lawrence Kansas,-95.2477503,38.958058,POINT (38.958058 -95.24775030000001),149.29205440646493
1.0,Memphis,"North Little Rock, AR",2008.0,2008178,University of Memphis,Tigers,Memphis,Tennessee,State,American Athletic Conference,University of Memphis Memphis Tennessee,-89.93721959965887,35.1189387,POINT (35.1189387 -89.93721959965887),146.42188608200573
1.0,UCLA,"Anaheim, CA",2008.0,2008179,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,University of California Los Angeles California,-118.44667592924029,34.0709515,POINT (34.0709515 -118.4466759292403),36.34366236253514
2.0,Tennessee,"Birmingham, AL",2008.0,2008180,University of Tennessee,Volunteers,Knoxville,Tennessee,State,Southeastern Conference,University of Tennessee Knoxville Tennessee,-83.93042902947623,35.9518119,POINT (35.9518119 -83.93042902947623),233.8606245524869
2.0,Georgetown,"Raleigh, NC",2008.0,2008181,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,Georgetown University Washington District of Columbia,-77.07457962060826,38.90893925,POINT (38.90893925 -77.07457962060826),217.39757176635442
2.0,Texas,"North Little Rock, AR",2008.0,2008182,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,University of Texas at Austin Austin Texas,-97.7319559808022,30.284151,POINT (30.284151 -97.7319559808022),439.3967365461332
2.0,Duke,"Washington, DC",2008.0,2008183,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (36.00015569999999 -78.94422972195878),215.4633235790944
3.0,Louisville,"Birmingham, AL",2008.0,2008184,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,University of Louisville Louisville Kentucky,-85.75725134140214,38.2167565,POINT (38.2167565 -85.75725134140214),299.0042682094179
3.0,Wisconsin,"Omaha, NE",2008.0,2008185,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,University of Wisconsin–Madison Madison Wisconsin,-89.4059387,43.070525700000005,POINT (43.0705257 -89.40593869999999),421.3196032866717
3.0,Stanford,"Anaheim, CA",2008.0,2008186,Stanford University,Cardinal,Palo Alto,California,Private/Non-Sectarian,Pac-12 Conference,Stanford University Palo Alto California,-122.16936535498309,37.43131385,POINT (37.43131385 -122.1693653549831),346.3885833827748
3.0,Xavier,"Washington, DC",2008.0,2008187,Xavier University,Musketeers,Cincinnati,Ohio,Private/Catholic,Big East Conference,Xavier University Cincinnati Ohio,-84.47083471474069,39.1513078,POINT (39.1513078 -84.47083471474069),462.31836404311963
4.0,Washington State,"Denver, CO",2008.0,2008188,Washington State University,Cougars,Pullman,Washington,State,Pac-12 Conference,Washington State University Pullman Washington,-117.14527589317329,46.73357155,POINT (46.73357155 -117.1452758931733),873.0603798126315
4.0,Vanderbilt,"Tampa, FL",2008.0,2008189,Vanderbilt University,Commodores,Nashville,Tennessee,Private/Non-Sectarian,Southeastern Conference,Vanderbilt University Nashville Tennessee,-86.80281889095295,36.14380105,POINT (36.14380105 -86.80281889095295),576.5222702373412
4.0,Pittsburgh,"Denver, CO",2008.0,2008190,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,University of Pittsburgh Pittsburgh Pennsylvania,-79.96243992762706,40.44415295,POINT (40.44415295 -79.96243992762706),1554.5647320049677
4.0,UConn,"Tampa, FL",2008.0,2008191,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,University of Connecticut Storrs Connecticut,-72.25401403745809,41.81127235,POINT (41.81127235 -72.25401403745809),1069.8671333403042
1.0,Kansas,"Chicago, IL",2007.0,2007192,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,University of Kansas Lawrence Kansas,-95.2477503,38.958058,POINT (38.958058 -95.24775030000001),507.3048332521266
1.0,North Carolina,"Winston-Salem, NC",2007.0,2007193,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (35.90503535 -79.04775326525106),75.32948312342825
1.0,Florida,"New Orleans, LA",2007.0,2007194,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,University of Florida Gainesville Florida,-82.34901330482433,29.6328784,POINT (29.6328784 -82.34901330482433),480.27403307925294
1.0,Florida,"New Orleans, LA",2007.0,2007195,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,University of Florida Gainesville Florida,-82.34901330482433,29.6328784,POINT (29.6328784 -82.34901330482433),480.27403307925294
2.0,UCLA,"Sacramento, CA",2007.0,2007196,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,University of California Los Angeles California,-118.44667592924029,34.0709515,POINT (34.0709515 -118.4466759292403),338.3307016780558
2.0,Georgetown,"Winston-Salem, NC",2007.0,2007197,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,Georgetown University Washington District of Columbia,-77.07457962060826,38.90893925,POINT (38.90893925 -77.07457962060826),263.21810382131025
2.0,Wisconsin,"Chicago, IL",2007.0,2007198,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,University of Wisconsin–Madison Madison Wisconsin,-89.4059387,43.070525700000005,POINT (43.0705257 -89.40593869999999),133.323029622464
2.0,Wisconsin,"Chicago, IL",2007.0,2007199,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,University of Wisconsin–Madison Madison Wisconsin,-89.4059387,43.070525700000005,POINT (43.0705257 -89.40593869999999),133.323029622464
3.0,Pittsburgh,"Buffalo, NY",2007.0,2007200,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,University of Pittsburgh Pittsburgh Pennsylvania,-79.96243992762706,40.44415295,POINT (40.44415295 -79.96243992762706),166.0855637981592
3.0,Washington State,"Sacramento, CA",2007.0,2007201,Washington State University,Cougars,Pullman,Washington,State,Pac-12 Conference,Washington State University Pullman Washington,-117.14527589317329,46.73357155,POINT (46.73357155 -117.1452758931733),574.244089458387
3.0,Oregon,"Spokane, WA",2007.0,2007202,University of Oregon,Ducks,Eugene,Oregon,State,Pac-12 Conference,University of Oregon Eugene Oregon,-123.07682891244706,44.04426385,POINT (44.04426385 -123.0768289124471),417.12373172967
3.0,Oregon,"Spokane, WA",2007.0,2007203,University of Oregon,Ducks,Eugene,Oregon,State,Pac-12 Conference,University of Oregon Eugene Oregon,-123.07682891244706,44.04426385,POINT (44.04426385 -123.0768289124471),417.12373172967
4.0,Southern Illinois,"Columbus, OH",2007.0,2007204,Southern Illinois University Carbondale,Salukis,Carbondale,Illinois,State,Missouri Valley Conference,Southern Illinois University Carbondale Carbondale Illinois,-89.21512201981972,37.7225014,POINT (37.7225014 -89.21512201981972),410.5478963901618
4.0,Texas,"Spokane, WA",2007.0,2007205,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,University of Texas at Austin Austin Texas,-97.7319559808022,30.284151,POINT (30.284151 -97.7319559808022),1631.9848827369192
4.0,Maryland,"Buffalo, NY",2007.0,2007206,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,"University of Maryland, College Park College Park Maryland",-76.94610290199051,38.99203005,POINT (38.99203005 -76.94610290199051),270.21009603750946
4.0,Maryland,"Buffalo, NY",2007.0,2007207,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,"University of Maryland, College Park College Park Maryland",-76.94610290199051,38.99203005,POINT (38.99203005 -76.94610290199051),270.21009603750946
1.0,Villanova,"Philadelphia, PA",2006.0,2006208,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,Villanova University Radnor Township Pennsylvania,-75.3401787,40.03575,POINT (40.03575 -75.3401787),12.131190868669888
1.0,Duke,"Greensboro, NC",2006.0,2006209,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (36.00015569999999 -78.94422972195878),52.879952950645645
1.0,Memphis,"Dallas, TX",2006.0,2006210,University of Memphis,Tigers,Memphis,Tennessee,State,American Athletic Conference,University of Memphis Memphis Tennessee,-89.93721959965887,35.1189387,POINT (35.1189387 -89.93721959965887),450.50554443066915
1.0,UConn,"Philadelphia, PA",2006.0,2006211,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,University of Connecticut Storrs Connecticut,-72.25401403745809,41.81127235,POINT (41.81127235 -72.25401403745809),214.5716402135709
2.0,Ohio State,"Dayton, OH",2006.0,2006212,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,The Ohio State University Columbus Ohio,-83.02866259769122,40.00570905,POINT (40.00570905 -83.02866259769122),73.88662537453882
2.0,Texas,"Dallas, TX",2006.0,2006213,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,University of Texas at Austin Austin Texas,-97.7319559808022,30.284151,POINT (30.284151 -97.7319559808022),165.4307720311215
2.0,UCLA,"San Diego, CA",2006.0,2006214,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,University of California Los Angeles California,-118.44667592924029,34.0709515,POINT (34.0709515 -118.4466759292403),115.94766982184925
2.0,Tennessee,"Greensboro, NC",2006.0,2006215,University of Tennessee,Volunteers,Knoxville,Tennessee,State,Southeastern Conference,University of Tennessee Knoxville Tennessee,-83.93042902947623,35.9518119,POINT (35.9518119 -83.93042902947623),257.3161589440583
3.0,Florida,"Jacksonville, FL",2006.0,2006216,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,University of Florida Gainesville Florida,-82.34901330482433,29.6328784,POINT (29.6328784 -82.34901330482433),61.204086058717444
3.0,Iowa,"Auburn Hills, MI",2006.0,2006217,University of Iowa,Hawkeyes,Iowa City,Iowa,State,Big Ten Conference,University of Iowa Iowa City Iowa,-91.57318762552627,41.66590100000001,POINT (41.66590100000001 -91.57318762552627),522.1524171650354
3.0,Gonzaga,"Salt Lake City, UT",2006.0,2006218,Gonzaga University,Bulldogs,Spokane,Washington,Private/Catholic,West Coast Conference,Gonzaga University Spokane Washington,-117.40304385396807,47.66673855000001,POINT (47.66673855000001 -117.4030438539681),549.3802643006065
3.0,North Carolina,"Dayton, OH",2006.0,2006219,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (35.90503535 -79.04775326525106),399.4674434778052
4.0,Boston College,"Salt Lake City, UT",2006.0,2006220,Boston College,Eagles,Chestnut Hill,Massachusetts,Private/Catholic,Atlantic Coast Conference,Boston College Chestnut Hill Massachusetts,-71.16813864023061,42.3354481,POINT (42.3354481 -71.16813864023061),2532.575515356359
