school_common_name,school_full_name,team,city,state,type,conference,address,lng,lat,key_0,count_dist,mean_dist,std_dist,min_dist,25%_dist,50%_dist,75%_dist,max_dist,count_wtDist,mean_wtDist,std_wtDist,min_wtDist,25%_wtDist,50%_wtDist,75%_wtDist,max_wtDist
Georgia,University of Georgia,Bulldogs,Athens,Georgia,State,Southeastern Conference,University of Georgia Athens Georgia,-83.37304904988295,33.9404278,Georgia,2.0,382.0872416100001,301.13928144301485,169.14961362000003,275.61842761500003,382.0872416100001,488.5560556050001,595.0248696000001,2.0,194.86449322110005,153.58103353593756,86.26630294620001,140.56539808365002,194.86449322110005,249.16358835855004,303.46268349600007
Virginia,University of Virginia,Cavaliers,Charlottesville,Virginia,State,Atlantic Coast Conference,University of Virginia Charlottesville Virginia,-78.5054996018357,38.0410576,Virginia,6.0,236.79827439,73.5426226269321,156.36801215,175.6879899675,233.64792342,293.0525444475,327.90369041,6.0,194.74385404144996,66.33353187276991,140.9985868763,156.36801215,162.2972585062,217.29256878060002,312.85408479
Tennessee,University of Tennessee,Volunteers,Knoxville,Tennessee,State,Southeastern Conference,University of Tennessee Knoxville Tennessee,-83.93042902947623,35.9518119,Tennessee,6.0,321.177349335,219.88700532280467,180.53934405,232.09449591999999,234.08909683,269.78220049749996,765.23702763,6.0,184.42402091161668,111.08647670800275,77.6319179415,117.151066938675,167.5867412808,194.24318435819998,390.2708840913
Clemson,Clemson University,Tigers,Clemson,South Carolina,State,Atlantic Coast Conference,Clemson University Clemson South Carolina,-82.83743475607795,34.66869155,Clemson,2.0,412.9072432100001,429.6127208400465,109.12517502,261.01620911500004,412.9072432100001,564.798277305,716.6893114000002,2.0,177.55011458030003,184.73346996121998,46.9238252586,112.23696991945002,177.55011458030003,242.86325924115005,308.17640390200006
Texas A&M,Texas A&M University,Aggies,College Station,Texas,State,Southeastern Conference,"Texas A & M, College Station Texas",-96.24359931287478,30.551816100000003,Texas A&M,1.0,347.92426403,,347.92426403,347.92426403,347.92426403,347.92426403,347.92426403,1.0,177.44137465530002,,177.44137465530002,177.44137465530002,177.44137465530002,177.44137465530002,177.44137465530002
Nebraska,University of Nebraska–Lincoln,Cornhuskers,Lincoln,Nebraska,State,Big Ten Conference,University of Nebraska–Lincoln Lincoln Nebraska,-96.70049096055014,40.820739,Nebraska,1.0,335.63975936,,335.63975936,335.63975936,335.63975936,335.63975936,335.63975936,1.0,171.17627727360002,,171.17627727360002,171.17627727360002,171.17627727360002,171.17627727360002,171.17627727360002
Ohio State,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,The Ohio State University Columbus Ohio,-83.02866259769122,40.00570905,Ohio State,11.0,317.88831965545455,393.1625119225389,63.97014445,82.36272605,163.09746008000005,331.49832164500003,1333.6237224600004,11.0,170.46687494938183,158.75073894173107,46.058504004,67.83121956979998,117.43017125760002,203.54426937735002,573.4582006578001
Villanova,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,Villanova University Radnor Township Pennsylvania,-75.3401787,40.03575,Villanova,11.0,239.90625915545453,186.51432447801108,10.96719815,141.58559606,246.82098862,268.96043735,682.1659386399998,11.0,165.36128409781819,110.7042867253208,5.5932710565,81.09618554069999,172.3156231392,246.82098862,347.90462870639993
Southern Illinois,Southern Illinois University Carbondale,Salukis,Carbondale,Illinois,State,Missouri Valley Conference,Southern Illinois University Carbondale Carbondale Illinois,-89.21512201981972,37.7225014,Southern Illinois,1.0,368.37979735,,368.37979735,368.37979735,368.37979735,368.37979735,368.37979735,1.0,158.4033128605,,158.4033128605,158.4033128605,158.4033128605,158.4033128605,158.4033128605
Notre Dame,University of Notre Dame,Fighting Irish,South Bend,Indiana,Private/Catholic,Atlantic Coast Conference,University of Notre Dame South Bend Indiana,-86.23822026017265,41.70456775,Notre Dame,3.0,276.1082750866667,181.15770858826704,72.38350779,204.620577155,336.85764652,377.97065873500003,419.08367095000006,3.0,145.8820658395,83.86704018605484,52.1161256088,111.95676266699999,171.7973997252,192.76503595485002,213.73267218450002
West Virginia,West Virginia University,Mountaineers,Morgantown,West Virginia,State,Big 12 Conference,WVU Morgantown West Virginia,-79.98142972909102,39.64931395,West Virginia,3.0,262.5644585233333,54.85267838843225,230.89524989,230.89524989,230.89524989,278.39906284,325.90287579,3.0,143.91333467546667,38.64931216829002,99.2849574527,132.7477120528,166.2104666529,166.22752328685,166.2445799208
Alabama,University of Alabama,Crimson Tide,Tuscaloosa,Alabama,State,Southeastern Conference,University of Alabama Tuscaloosa Alabama,-87.53967401518648,33.21208215,Alabama,3.0,182.73485491666668,133.91072993493745,47.58459118,116.416963705,185.24933623,250.30998678500004,315.3706373400001,3.0,113.66165970443335,100.80059829661276,34.2609056496,56.95906011425001,79.65721457890001,153.36203673185003,227.06685888480004
Butler,Butler University,Bulldogs,Indianapolis,Indiana,Private/Non-Sectarian,Big East Conference,Butler University Indianapolis Indiana,-86.17374943464813,39.8407191,Butler,1.0,238.55054061,,238.55054061,238.55054061,238.55054061,238.55054061,238.55054061,1.0,102.5767324623,,102.5767324623,102.5767324623,102.5767324623,102.5767324623,102.5767324623
La Salle,La Salle University,Explorers,Philadelphia,Pennsylvania,Private/Catholic,Atlantic 10 Conference,La Salle University Philadelphia Pennsylvania,-75.15401786487763,40.0374695,La Salle,1.0,175.45031556,,175.45031556,175.45031556,175.45031556,175.45031556,175.45031556,1.0,75.44363569080001,,75.44363569080001,75.44363569080001,75.44363569080001,75.44363569080001,75.44363569080001
DePaul,DePaul University,Blue Demons,Chicago,Illinois,Private/Catholic,Big East Conference,DePaul University Chicago Illinois,-87.65472633854412,41.92401995,DePaul,1.0,12.34042806,,12.34042806,12.34042806,12.34042806,12.34042806,12.34042806,1.0,6.2936183106,,6.2936183106,6.2936183106,6.2936183106,6.2936183106,6.2936183106
